,email,result,details
870,sjbf@dbb.catholic.edu.au,The email address sjbf@dbb.catholic.edu.au is valid,"MX records:
dbb-catholic-edu-au.mail.protection.outlook.com (10)
mail1.dbb.catholic.edu.au (99)
mail2.dbb.catholic.edu.au (99)
mail.dbb.catholic.edu.au (99)

connected to dbb-catholic-edu-au.mail.protection.outlook.com

dialog with dbb-catholic-edu-au.mail.protection.outlook.com ok

220 SY4AUS01FT003.mail.protection.outlook.com Microsoft ESMTP MAIL Service ready at Mon, 25 Oct 2021 08:33:22 +0000
HELO ip-adress.com
250 SY4AUS01FT003.mail.protection.outlook.com Hello [209.126.124.166]
MAIL FROM: <noreply@ip-adress.com>
250 2.1.0 Sender OK
RCPT TO: <sjbf@dbb.catholic.edu.au>
250 2.1.5 Recipient OK
QUIT
221 2.0.0 Service closing transmission channel"
871,admin@maitlandsj.catholic.edu.au,The email address admin@maitlandsj.catholic.edu.au is valid,"MX records:
maitlandsj-catholic-edu-au.mail.protection.outlook.com (0)

connected to maitlandsj-catholic-edu-au.mail.protection.outlook.com

dialog with maitlandsj-catholic-edu-au.mail.protection.outlook.com ok

220 SY4AUS01FT010.mail.protection.outlook.com Microsoft ESMTP MAIL Service ready at Mon, 25 Oct 2021 08:33:31 +0000
HELO ip-adress.com
250 SY4AUS01FT010.mail.protection.outlook.com Hello [209.126.124.166]
MAIL FROM: <noreply@ip-adress.com>
250 2.1.0 Sender OK
RCPT TO: <admin@maitlandsj.catholic.edu.au>
250 2.1.5 Recipient OK
QUIT
221 2.0.0 Service closing transmission channel"
872,info@sjedow.catholic.edu.au,The email address info@sjedow.catholic.edu.au is valid,"MX records:
aspmx.l.google.com (10)
alt2.aspmx.l.google.com (20)
alt1.aspmx.l.google.com (20)
aspmx2.googlemail.com (30)
aspmx3.googlemail.com (30)

connected to aspmx.l.google.com

dialog with aspmx.l.google.com ok

220 mx.google.com ESMTP w8si6989024otm.294 - gsmtp
HELO ip-adress.com
250 mx.google.com at your service
MAIL FROM: <noreply@ip-adress.com>
250 2.1.0 OK w8si6989024otm.294 - gsmtp
RCPT TO: <info@sjedow.catholic.edu.au>
250 2.1.5 OK w8si6989024otm.294 - gsmtp
QUIT
221 2.0.0 closing connection w8si6989024otm.294 - gsmtp"
873,info@stjvgreenacre.catholic.edu.au,The email address info@stjvgreenacre.catholic.edu.au is valid,"MX records:
aspmx.l.google.com (10)
alt2.aspmx.l.google.com (20)
alt1.aspmx.l.google.com (20)
aspmx2.googlemail.com (30)
aspmx3.googlemail.com (30)
aspmx4.googlemail.com (30)

connected to aspmx.l.google.com

dialog with aspmx.l.google.com ok

220 mx.google.com ESMTP e13si29580935wrq.182 - gsmtp
HELO ip-adress.com
250 mx.google.com at your service
MAIL FROM: <noreply@ip-adress.com>
250 2.1.0 OK e13si29580935wrq.182 - gsmtp
RCPT TO: <info@stjvgreenacre.catholic.edu.au>
250 2.1.5 OK e13si29580935wrq.182 - gsmtp
QUIT
221 2.0.0 closing connection e13si29580935wrq.182 - gsmtp"
874,admin@morisset.catholic.edu.au,The email address admin@morisset.catholic.edu.au is valid,"MX records:
morisset-catholic-edu-au.mail.protection.outlook.com (0)

connected to morisset-catholic-edu-au.mail.protection.outlook.com

dialog with morisset-catholic-edu-au.mail.protection.outlook.com ok

220 SY4AUS01FT006.mail.protection.outlook.com Microsoft ESMTP MAIL Service ready at Mon, 25 Oct 2021 08:33:56 +0000
HELO ip-adress.com
250 SY4AUS01FT006.mail.protection.outlook.com Hello [209.126.124.166]
MAIL FROM: <noreply@ip-adress.com>
250 2.1.0 Sender OK
RCPT TO: <admin@morisset.catholic.edu.au>
250 2.1.5 Recipient OK
QUIT
221 2.0.0 Service closing transmission channel"
875,info@sjddow.catholic.edu.au,The email address info@sjddow.catholic.edu.au is valid,"MX records:
aspmx.l.google.com (10)
alt2.aspmx.l.google.com (20)
alt1.aspmx.l.google.com (20)
aspmx3.googlemail.com (30)
aspmx2.googlemail.com (30)

connected to aspmx.l.google.com

dialog with aspmx.l.google.com ok

220 mx.google.com ESMTP e19si26870700wre.295 - gsmtp
HELO ip-adress.com
250 mx.google.com at your service
MAIL FROM: <noreply@ip-adress.com>
250 2.1.0 OK e19si26870700wre.295 - gsmtp
RCPT TO: <info@sjddow.catholic.edu.au>
250 2.1.5 OK e19si26870700wre.295 - gsmtp
QUIT
221 2.0.0 closing connection e19si26870700wre.295 - gsmtp"
876,admin@stjls.nsw.edu.au,The email address admin@stjls.nsw.edu.au is valid,"MX records:
stjls-nsw-edu-au.mail.protection.outlook.com (10)

connected to stjls-nsw-edu-au.mail.protection.outlook.com

dialog with stjls-nsw-edu-au.mail.protection.outlook.com ok

220 SY4AUS01FT005.mail.protection.outlook.com Microsoft ESMTP MAIL Service ready at Mon, 25 Oct 2021 08:34:14 +0000
HELO ip-adress.com
250 SY4AUS01FT005.mail.protection.outlook.com Hello [207.38.89.115]
MAIL FROM: <noreply@ip-adress.com>
250 2.1.0 Sender OK
RCPT TO: <admin@stjls.nsw.edu.au>
250 2.1.5 Recipient OK
QUIT
221 2.0.0 Service closing transmission channel"
877,stjohnspk-h.school@det.nsw.edu.au,The email address stjohnspk-h.school@det.nsw.edu.au is not valid,"MX records:
det-nsw-edu-au.mail.protection.outlook.com (5)

connected to det-nsw-edu-au.mail.protection.outlook.com

dialog with det-nsw-edu-au.mail.protection.outlook.com ok

220 ME3AUS01FT010.mail.protection.outlook.com Microsoft ESMTP MAIL Service ready at Mon, 25 Oct 2021 08:34:22 +0000
HELO ip-adress.com
250 ME3AUS01FT010.mail.protection.outlook.com Hello [85.93.88.251]
MAIL FROM: <noreply@ip-adress.com>
250 2.1.0 Sender OK
RCPT TO: <stjohnspk-h.school@det.nsw.edu.au>
550 5.7.606 Access denied, banned sending IP [85.93.88.251]. To request removal from this list please visit https://sender.office.com/ and follow the directions. For more information please go to  http://go.microsoft.com/fwlink/?LinkID=526655 AS(1430) [ME3AUS01FT010.eop-AUS01.prod.protection.outlook.com]
QUIT
221 2.0.0 Service closing transmission channel"
878,stjohnspk-p.school@det.nsw.edu.au,The email address stjohnspk-p.school@det.nsw.edu.au is valid,"MX records:
det-nsw-edu-au.mail.protection.outlook.com (5)

connected to det-nsw-edu-au.mail.protection.outlook.com

dialog with det-nsw-edu-au.mail.protection.outlook.com ok

220 ME3AUS01FT021.mail.protection.outlook.com Microsoft ESMTP MAIL Service ready at Mon, 25 Oct 2021 08:34:32 +0000
HELO ip-adress.com
250 ME3AUS01FT021.mail.protection.outlook.com Hello [207.38.89.115]
MAIL FROM: <noreply@ip-adress.com>
250 2.1.0 Sender OK
RCPT TO: <stjohnspk-p.school@det.nsw.edu.au>
250 2.1.5 Recipient OK
QUIT
221 2.0.0 Service closing transmission channel"
879,info.01802@sydstu.catholic.edu.au,The email address info.01802@sydstu.catholic.edu.au is valid,"MX records:
aspmx.l.google.com (10)
alt2.aspmx.l.google.com (20)
alt1.aspmx.l.google.com (20)
aspmx4.googlemail.com (30)
aspmx2.googlemail.com (30)
aspmx5.googlemail.com (30)
aspmx3.googlemail.com (30)

connected to aspmx.l.google.com

dialog with aspmx.l.google.com ok

220 mx.google.com ESMTP e11si32800836wrg.423 - gsmtp
HELO ip-adress.com
250 mx.google.com at your service
MAIL FROM: <noreply@ip-adress.com>
250 2.1.0 OK e11si32800836wrg.423 - gsmtp
RCPT TO: <info.01802@sydstu.catholic.edu.au>
250 2.1.5 OK e11si32800836wrg.423 - gsmtp
QUIT
221 2.0.0 closing connection e11si32800836wrg.423 - gsmtp"
880,sjcc@dbb.catholic.edu.au,The email address sjcc@dbb.catholic.edu.au is valid,"MX records:
dbb-catholic-edu-au.mail.protection.outlook.com (10)
mail2.dbb.catholic.edu.au (99)
mail1.dbb.catholic.edu.au (99)
mail.dbb.catholic.edu.au (99)

connected to dbb-catholic-edu-au.mail.protection.outlook.com

dialog with dbb-catholic-edu-au.mail.protection.outlook.com ok

220 ME3AUS01FT016.mail.protection.outlook.com Microsoft ESMTP MAIL Service ready at Mon, 25 Oct 2021 08:34:48 +0000
HELO ip-adress.com
250 ME3AUS01FT016.mail.protection.outlook.com Hello [207.38.89.115]
MAIL FROM: <noreply@ip-adress.com>
250 2.1.0 Sender OK
RCPT TO: <sjcc@dbb.catholic.edu.au>
250 2.1.5 Recipient OK
QUIT
221 2.0.0 Service closing transmission channel"
881,info@sjchsdow.catholic.edu.au,The email address info@sjchsdow.catholic.edu.au is valid,"MX records:
aspmx.l.google.com (10)
alt1.aspmx.l.google.com (20)
alt2.aspmx.l.google.com (20)
aspmx2.googlemail.com (30)
aspmx3.googlemail.com (30)

connected to aspmx.l.google.com

dialog with aspmx.l.google.com ok

220 mx.google.com ESMTP x16si23160638ote.178 - gsmtp
HELO ip-adress.com
250 mx.google.com at your service
MAIL FROM: <noreply@ip-adress.com>
250 2.1.0 OK x16si23160638ote.178 - gsmtp
RCPT TO: <info@sjchsdow.catholic.edu.au>
250 2.1.5 OK x16si23160638ote.178 - gsmtp
QUIT
221 2.0.0 closing connection x16si23160638ote.178 - gsmtp"
882,info@sjbdow.catholic.edu.au,The email address info@sjbdow.catholic.edu.au is valid,"MX records:
aspmx.l.google.com (10)
alt1.aspmx.l.google.com (20)
alt2.aspmx.l.google.com (20)
aspmx2.googlemail.com (30)
aspmx3.googlemail.com (30)

connected to aspmx.l.google.com

dialog with aspmx.l.google.com ok

220 mx.google.com ESMTP 2si4494700wrb.138 - gsmtp
HELO ip-adress.com
250 mx.google.com at your service
MAIL FROM: <noreply@ip-adress.com>
250 2.1.0 OK 2si4494700wrb.138 - gsmtp
RCPT TO: <info@sjbdow.catholic.edu.au>
250 2.1.5 OK 2si4494700wrb.138 - gsmtp
QUIT
221 2.0.0 closing connection 2si4494700wrb.138 - gsmtp"
883,engage.01756@sydstu.catholic.edu.au,The email address engage.01756@sydstu.catholic.edu.au is valid,"MX records:
aspmx.l.google.com (10)
alt2.aspmx.l.google.com (20)
alt1.aspmx.l.google.com (20)
aspmx4.googlemail.com (30)
aspmx2.googlemail.com (30)
aspmx5.googlemail.com (30)
aspmx3.googlemail.com (30)

connected to aspmx.l.google.com

dialog with aspmx.l.google.com ok

220 mx.google.com ESMTP f13si5178596wry.186 - gsmtp
HELO ip-adress.com
250 mx.google.com at your service
MAIL FROM: <noreply@ip-adress.com>
250 2.1.0 OK f13si5178596wry.186 - gsmtp
RCPT TO: <engage.01756@sydstu.catholic.edu.au>
250 2.1.5 OK f13si5178596wry.186 - gsmtp
QUIT
221 2.0.0 closing connection f13si5178596wry.186 - gsmtp"
884,admin@lochinvarsj.catholic.edu.au,The email address admin@lochinvarsj.catholic.edu.au is valid,"MX records:
lochinvarsj-catholic-edu-au.mail.protection.outlook.com (0)

connected to lochinvarsj-catholic-edu-au.mail.protection.outlook.com

dialog with lochinvarsj-catholic-edu-au.mail.protection.outlook.com ok

220 ME3AUS01FT021.mail.protection.outlook.com Microsoft ESMTP MAIL Service ready at Mon, 25 Oct 2021 08:35:22 +0000
HELO ip-adress.com
250 ME3AUS01FT021.mail.protection.outlook.com Hello [209.126.124.166]
MAIL FROM: <noreply@ip-adress.com>
250 2.1.0 Sender OK
RCPT TO: <admin@lochinvarsj.catholic.edu.au>
250 2.1.5 Recipient OK
QUIT
221 2.0.0 Service closing transmission channel"
885,sjcu-info@ww.catholic.edu.au,The email address sjcu-info@ww.catholic.edu.au is valid,"MX records:
aspmx.l.google.com (1)
alt2.aspmx.l.google.com (5)
alt1.aspmx.l.google.com (5)
alt4.aspmx.l.google.com (10)
alt3.aspmx.l.google.com (10)

connected to aspmx.l.google.com

dialog with aspmx.l.google.com ok

220 mx.google.com ESMTP z1si44960781wmp.42 - gsmtp
HELO ip-adress.com
250 mx.google.com at your service
MAIL FROM: <noreply@ip-adress.com>
250 2.1.0 OK z1si44960781wmp.42 - gsmtp
RCPT TO: <sjcu-info@ww.catholic.edu.au>
250 2.1.5 OK z1si44960781wmp.42 - gsmtp
QUIT
221 2.0.0 closing connection z1si44960781wmp.42 - gsmtp"
886,sjrhport@lism.catholic.edu.au,The email address sjrhport@lism.catholic.edu.au is valid,"MX records:
aspmx.l.google.com (1)
alt1.aspmx.l.google.com (5)
alt2.aspmx.l.google.com (5)
aspmx2.googlemail.com (10)
aspmx3.googlemail.com (10)

connected to aspmx.l.google.com

dialog with aspmx.l.google.com ok

220 mx.google.com ESMTP u2si8864003wmm.168 - gsmtp
HELO ip-adress.com
250 mx.google.com at your service
MAIL FROM: <noreply@ip-adress.com>
250 2.1.0 OK u2si8864003wmm.168 - gsmtp
RCPT TO: <sjrhport@lism.catholic.edu.au>
250 2.1.5 OK u2si8864003wmm.168 - gsmtp
QUIT
221 2.0.0 closing connection u2si8864003wmm.168 - gsmtp"
887,info@sjopdow.catholic.edu.au,The email address info@sjopdow.catholic.edu.au is valid,"MX records:
aspmx.l.google.com (10)
alt2.aspmx.l.google.com (20)
alt1.aspmx.l.google.com (20)
aspmx3.googlemail.com (30)
aspmx2.googlemail.com (30)

connected to aspmx.l.google.com

dialog with aspmx.l.google.com ok

220 mx.google.com ESMTP o35si39058978wms.10 - gsmtp
HELO ip-adress.com
250 mx.google.com at your service
MAIL FROM: <noreply@ip-adress.com>
250 2.1.0 OK o35si39058978wms.10 - gsmtp
RCPT TO: <info@sjopdow.catholic.edu.au>
250 2.1.5 OK o35si39058978wms.10 - gsmtp
QUIT
221 2.0.0 closing connection o35si39058978wms.10 - gsmtp"
888,info.01806@sydstu.catholic.edu.au,The email address info.01806@sydstu.catholic.edu.au is valid,"MX records:
aspmx.l.google.com (10)
alt2.aspmx.l.google.com (20)
alt1.aspmx.l.google.com (20)
aspmx4.googlemail.com (30)
aspmx3.googlemail.com (30)
aspmx2.googlemail.com (30)
aspmx5.googlemail.com (30)

connected to aspmx.l.google.com

dialog with aspmx.l.google.com ok

220 mx.google.com ESMTP k2si28732054wmj.153 - gsmtp
HELO ip-adress.com
250 mx.google.com at your service
MAIL FROM: <noreply@ip-adress.com>
250 2.1.0 OK k2si28732054wmj.153 - gsmtp
RCPT TO: <info.01806@sydstu.catholic.edu.au>
250 2.1.5 OK k2si28732054wmj.153 - gsmtp
QUIT
221 2.0.0 closing connection k2si28732054wmj.153 - gsmtp"
889,skmv@dbb.catholic.edu.au,The email address skmv@dbb.catholic.edu.au is not valid,"MX records:
dbb-catholic-edu-au.mail.protection.outlook.com (10)
mail.dbb.catholic.edu.au (99)
mail2.dbb.catholic.edu.au (99)
mail1.dbb.catholic.edu.au (99)

connected to dbb-catholic-edu-au.mail.protection.outlook.com

dialog with dbb-catholic-edu-au.mail.protection.outlook.com ok

220 ME3AUS01FT020.mail.protection.outlook.com Microsoft ESMTP MAIL Service ready at Mon, 25 Oct 2021 08:36:02 +0000
HELO ip-adress.com
250 ME3AUS01FT020.mail.protection.outlook.com Hello [85.93.88.251]
MAIL FROM: <noreply@ip-adress.com>
250 2.1.0 Sender OK
RCPT TO: <skmv@dbb.catholic.edu.au>
550 5.7.606 Access denied, banned sending IP [85.93.88.251]. To request removal from this list please visit https://sender.office.com/ and follow the directions. For more information please go to  http://go.microsoft.com/fwlink/?LinkID=526655 AS(1430) [ME3AUS01FT020.eop-AUS01.prod.protection.outlook.com]
QUIT
221 2.0.0 Service closing transmission channel"
890,admin.forbes@wf.catholic.edu.au,The email address admin.forbes@wf.catholic.edu.au is valid,"MX records:
aspmx.l.google.com (1)
alt1.aspmx.l.google.com (5)
alt2.aspmx.l.google.com (5)
aspmx2.googlemail.com (10)
aspmx3.googlemail.com (10)

connected to aspmx.l.google.com

dialog with aspmx.l.google.com ok

220 mx.google.com ESMTP k23si1845714ook.60 - gsmtp
HELO ip-adress.com
250 mx.google.com at your service
MAIL FROM: <noreply@ip-adress.com>
250 2.1.0 OK k23si1845714ook.60 - gsmtp
RCPT TO: <admin.forbes@wf.catholic.edu.au>
250 2.1.5 OK k23si1845714ook.60 - gsmtp
QUIT
221 2.0.0 closing connection k23si1845714ook.60 - gsmtp"
891,stlawrencescoona@bth.catholic.edu.au,The email address stlawrencescoona@bth.catholic.edu.au is valid,"MX records:
aspmx.l.google.com (1)
alt2.aspmx.l.google.com (5)
alt1.aspmx.l.google.com (5)

connected to aspmx.l.google.com

dialog with aspmx.l.google.com ok

220 mx.google.com ESMTP q18si21468482wro.424 - gsmtp
HELO ip-adress.com
250 mx.google.com at your service
MAIL FROM: <noreply@ip-adress.com>
250 2.1.0 OK q18si21468482wro.424 - gsmtp
RCPT TO: <stlawrencescoona@bth.catholic.edu.au>
250 2.1.5 OK q18si21468482wro.424 - gsmtp
QUIT
221 2.0.0 closing connection q18si21468482wro.424 - gsmtp"
892,gregbaynie@emmauspartners.com,The email address gregbaynie@emmauspartners.com is valid,"MX records:
smtp.exchange.westnet.com.au (10)

connected to smtp.exchange.westnet.com.au

dialog with smtp.exchange.westnet.com.au ok

220 ihm-bur-irony3.ihm.iinet.net.au ESMTP
HELO ip-adress.com
250 ihm-bur-irony3.ihm.iinet.net.au
MAIL FROM: <noreply@ip-adress.com>
250 sender <noreply@ip-adress.com> ok
RCPT TO: <gregbaynie@emmauspartners.com>
250 recipient <gregbaynie@emmauspartners.com> ok
QUIT
221 ihm-bur-irony3.ihm.iinet.net.au"
893,cso@dbb.catholic.edu.au,The email address cso@dbb.catholic.edu.au is valid,"MX records:
dbb-catholic-edu-au.mail.protection.outlook.com (10)
mail2.dbb.catholic.edu.au (99)
mail1.dbb.catholic.edu.au (99)
mail.dbb.catholic.edu.au (99)

connected to dbb-catholic-edu-au.mail.protection.outlook.com

dialog with dbb-catholic-edu-au.mail.protection.outlook.com ok

220 SY4AUS01FT004.mail.protection.outlook.com Microsoft ESMTP MAIL Service ready at Mon, 25 Oct 2021 08:36:38 +0000
HELO ip-adress.com
250 SY4AUS01FT004.mail.protection.outlook.com Hello [207.38.89.115]
MAIL FROM: <noreply@ip-adress.com>
250 2.1.0 Sender OK
RCPT TO: <cso@dbb.catholic.edu.au>
250 2.1.5 Recipient OK
QUIT
221 2.0.0 Service closing transmission channel"
894,info@stlrevesby.catholic.edu.au,The email address info@stlrevesby.catholic.edu.au is valid,"MX records:
aspmx.l.google.com (10)
alt1.aspmx.l.google.com (20)
alt2.aspmx.l.google.com (20)
aspmx4.googlemail.com (30)
aspmx2.googlemail.com (30)
aspmx3.googlemail.com (30)

connected to aspmx.l.google.com

dialog with aspmx.l.google.com ok

220 mx.google.com ESMTP w25si20500215otj.257 - gsmtp
HELO ip-adress.com
250 mx.google.com at your service
MAIL FROM: <noreply@ip-adress.com>
250 2.1.0 OK w25si20500215otj.257 - gsmtp
RCPT TO: <info@stlrevesby.catholic.edu.au>
250 2.1.5 OK w25si20500215otj.257 - gsmtp
QUIT
221 2.0.0 closing connection w25si20500215otj.257 - gsmtp"
895,info@stmmrandwick.catholic.edu.au,The email address info@stmmrandwick.catholic.edu.au is valid,"MX records:
aspmx.l.google.com (10)
alt1.aspmx.l.google.com (20)
alt2.aspmx.l.google.com (20)
aspmx3.googlemail.com (30)
aspmx2.googlemail.com (30)
aspmx4.googlemail.com (30)

connected to aspmx.l.google.com

dialog with aspmx.l.google.com ok

220 mx.google.com ESMTP f34si17519808otb.244 - gsmtp
HELO ip-adress.com
250 mx.google.com at your service
MAIL FROM: <noreply@ip-adress.com>
250 2.1.0 OK f34si17519808otb.244 - gsmtp
RCPT TO: <info@stmmrandwick.catholic.edu.au>
250 2.1.5 OK f34si17519808otb.244 - gsmtp
QUIT
221 2.0.0 closing connection f34si17519808otb.244 - gsmtp"
896,info@stmdrummoyne.catholic.edu.au,The email address info@stmdrummoyne.catholic.edu.au is valid,"MX records:
aspmx.l.google.com (10)
alt2.aspmx.l.google.com (20)
alt1.aspmx.l.google.com (20)
aspmx4.googlemail.com (30)
aspmx3.googlemail.com (30)
aspmx2.googlemail.com (30)

connected to aspmx.l.google.com

dialog with aspmx.l.google.com ok

220 mx.google.com ESMTP l23si5880452wrz.284 - gsmtp
HELO ip-adress.com
250 mx.google.com at your service
MAIL FROM: <noreply@ip-adress.com>
250 2.1.0 OK l23si5880452wrz.284 - gsmtp
RCPT TO: <info@stmdrummoyne.catholic.edu.au>
250 2.1.5 OK l23si5880452wrz.284 - gsmtp
QUIT
221 2.0.0 closing connection l23si5880452wrz.284 - gsmtp"
897,office@stmarks.nsw.edu.au,The email address office@stmarks.nsw.edu.au is valid,"MX records:
aspmx.l.google.com (1)
alt1.aspmx.l.google.com (5)
alt2.aspmx.l.google.com (5)
aspmx2.googlemail.com (10)
aspmx3.googlemail.com (10)

connected to aspmx.l.google.com

dialog with aspmx.l.google.com ok

220 mx.google.com ESMTP n19si24557451wrg.2 - gsmtp
HELO ip-adress.com
250 mx.google.com at your service
MAIL FROM: <noreply@ip-adress.com>
250 2.1.0 OK n19si24557451wrg.2 - gsmtp
RCPT TO: <office@stmarks.nsw.edu.au>
250 2.1.5 OK n19si24557451wrg.2 - gsmtp
QUIT
221 2.0.0 closing connection n19si24557451wrg.2 - gsmtp"
898,socialmedia@stmarouns.nsw.edu.au,The email address socialmedia@stmarouns.nsw.edu.au is valid,"MX records:
stmarouns-nsw-edu-au.mail.protection.outlook.com (0)

connected to stmarouns-nsw-edu-au.mail.protection.outlook.com

dialog with stmarouns-nsw-edu-au.mail.protection.outlook.com ok

220 SY4AUS01FT004.mail.protection.outlook.com Microsoft ESMTP MAIL Service ready at Mon, 25 Oct 2021 08:37:21 +0000
HELO ip-adress.com
250 SY4AUS01FT004.mail.protection.outlook.com Hello [85.93.89.6]
MAIL FROM: <noreply@ip-adress.com>
250 2.1.0 Sender OK
RCPT TO: <socialmedia@stmarouns.nsw.edu.au>
250 2.1.5 Recipient OK
QUIT
221 2.0.0 Service closing transmission channel"
899,info@stmstrathfield.catholic.edu.au,The email address info@stmstrathfield.catholic.edu.au is valid,"MX records:
aspmx.l.google.com (10)
alt1.aspmx.l.google.com (20)
alt2.aspmx.l.google.com (20)
aspmx3.googlemail.com (30)
aspmx2.googlemail.com (30)
aspmx4.googlemail.com (30)

connected to aspmx.l.google.com

dialog with aspmx.l.google.com ok

220 mx.google.com ESMTP bq16si27392132oib.185 - gsmtp
HELO ip-adress.com
250 mx.google.com at your service
MAIL FROM: <noreply@ip-adress.com>
250 2.1.0 OK bq16si27392132oib.185 - gsmtp
RCPT TO: <info@stmstrathfield.catholic.edu.au>
250 2.1.5 OK bq16si27392132oib.185 - gsmtp
QUIT
221 2.0.0 closing connection bq16si27392132oib.185 - gsmtp"
900,smd@dbb.catholic.edu.au,The email address smd@dbb.catholic.edu.au is valid,"MX records:
dbb-catholic-edu-au.mail.protection.outlook.com (10)
mail1.dbb.catholic.edu.au (99)
mail2.dbb.catholic.edu.au (99)
mail.dbb.catholic.edu.au (99)

connected to dbb-catholic-edu-au.mail.protection.outlook.com

dialog with dbb-catholic-edu-au.mail.protection.outlook.com ok

220 ME3AUS01FT021.mail.protection.outlook.com Microsoft ESMTP MAIL Service ready at Mon, 25 Oct 2021 08:37:38 +0000
HELO ip-adress.com
250 ME3AUS01FT021.mail.protection.outlook.com Hello [209.126.124.166]
MAIL FROM: <noreply@ip-adress.com>
250 2.1.0 Sender OK
RCPT TO: <smd@dbb.catholic.edu.au>
250 2.1.5 Recipient OK
QUIT
221 2.0.0 Service closing transmission channel"
901,info.014282@sydstu.catholic.edu.au,The email address info.014282@sydstu.catholic.edu.au is valid,"MX records:
aspmx.l.google.com (10)
alt2.aspmx.l.google.com (20)
alt1.aspmx.l.google.com (20)
aspmx4.googlemail.com (30)
aspmx2.googlemail.com (30)
aspmx5.googlemail.com (30)
aspmx3.googlemail.com (30)

connected to aspmx.l.google.com

dialog with aspmx.l.google.com ok

220 mx.google.com ESMTP y2si9593576wrd.559 - gsmtp
HELO ip-adress.com
250 mx.google.com at your service
MAIL FROM: <noreply@ip-adress.com>
250 2.1.0 OK y2si9593576wrd.559 - gsmtp
RCPT TO: <info.014282@sydstu.catholic.edu.au>
250 2.1.5 OK y2si9593576wrd.559 - gsmtp
QUIT
221 2.0.0 closing connection y2si9593576wrd.559 - gsmtp"
902,stmarymackillop@parra.catholic.edu.au,The email address stmarymackillop@parra.catholic.edu.au is valid,"MX records:
aspmx.l.google.com (10)
alt2.aspmx.l.google.com (20)
alt1.aspmx.l.google.com (20)
alt3.aspmx.l.google.com (30)
alt4.aspmx.l.google.com (30)

connected to aspmx.l.google.com

dialog with aspmx.l.google.com ok

220 mx.google.com ESMTP o15si17382426wms.118 - gsmtp
HELO ip-adress.com
250 mx.google.com at your service
MAIL FROM: <noreply@ip-adress.com>
250 2.1.0 OK o15si17382426wms.118 - gsmtp
RCPT TO: <stmarymackillop@parra.catholic.edu.au>
250 2.1.5 OK o15si17382426wms.118 - gsmtp
QUIT
221 2.0.0 closing connection o15si17382426wms.118 - gsmtp"
903,guyadmin@arm.catholic.edu.au,The email address guyadmin@arm.catholic.edu.au is valid,"MX records:
aspmx.l.google.com (1)
alt1.aspmx.l.google.com (5)
alt2.aspmx.l.google.com (5)
aspmx2.googlemail.com (10)
aspmx3.googlemail.com (10)

connected to aspmx.l.google.com

dialog with aspmx.l.google.com ok

220 mx.google.com ESMTP d6si21911298oiw.7 - gsmtp
HELO ip-adress.com
250 mx.google.com at your service
MAIL FROM: <noreply@ip-adress.com>
250 2.1.0 OK d6si21911298oiw.7 - gsmtp
RCPT TO: <guyadmin@arm.catholic.edu.au>
250 2.1.5 OK d6si21911298oiw.7 - gsmtp
QUIT
221 2.0.0 closing connection d6si21911298oiw.7 - gsmtp"
904,info@smccsydney.catholic.edu.au,The email address info@smccsydney.catholic.edu.au is valid,"MX records:
aspmx.l.google.com (10)
alt2.aspmx.l.google.com (20)
alt1.aspmx.l.google.com (20)
aspmx4.googlemail.com (30)
aspmx2.googlemail.com (30)
aspmx3.googlemail.com (30)

connected to aspmx.l.google.com

dialog with aspmx.l.google.com ok

220 mx.google.com ESMTP l20si11257203otu.223 - gsmtp
HELO ip-adress.com
250 mx.google.com at your service
MAIL FROM: <noreply@ip-adress.com>
250 2.1.0 OK l20si11257203otu.223 - gsmtp
RCPT TO: <info@smccsydney.catholic.edu.au>
250 2.1.5 OK l20si11257203otu.223 - gsmtp
QUIT
221 2.0.0 closing connection l20si11257203otu.223 - gsmtp"
905,smm@dbb.catholic.edu.au,The email address smm@dbb.catholic.edu.au is valid,"MX records:
dbb-catholic-edu-au.mail.protection.outlook.com (10)
mail2.dbb.catholic.edu.au (99)
mail1.dbb.catholic.edu.au (99)
mail.dbb.catholic.edu.au (99)

connected to dbb-catholic-edu-au.mail.protection.outlook.com

dialog with dbb-catholic-edu-au.mail.protection.outlook.com ok

220 ME3AUS01FT014.mail.protection.outlook.com Microsoft ESMTP MAIL Service ready at Mon, 25 Oct 2021 08:38:20 +0000
HELO ip-adress.com
250 ME3AUS01FT014.mail.protection.outlook.com Hello [207.38.89.115]
MAIL FROM: <noreply@ip-adress.com>
250 2.1.0 Sender OK
RCPT TO: <smm@dbb.catholic.edu.au>
250 2.1.5 Recipient OK
QUIT
221 2.0.0 Service closing transmission channel"
